Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total_Conexiones,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Accesos por cada 100 hogares
2016,2,La Rioja,16718,18,16736,10000000,3151000,9043,3190000,1344000,3000000,5,0,16.88
2016,2,Mendoza,169274,1550,170824,437000000,30000000,176922,61000000,44000000,5000000,20,0,32.13
2016,2,Misiones,95808,7,95815,1973000,7899000,49586,21385000,14820000,1073000,96,0,29.24
2016,2,Neuquén,108224,2291,110515,1916000,1691000,88854,583000000,10241000,1285000,208,0,59.1
2016,2,Río Negro,99631,1073,100704,1189000,6107000,92158,194000000,4877000,520000000,86,0,46.24
2016,2,Salta,104929,3,104932,2160000,10123000,70875,18759000,7129000,140000000,49,0,32.08
2016,2,San Juan,51392,621,52013,10000000,273000000,57589,0,0,0,4,0,27.34
2016,2,San Luis,12939,317,13256,12000000,4000000,13931,0,0,1000000,2,0,9.6
2016,2,Santa Cruz,25797,356,26153,244000000,26000000,31995,142000000,20000000,0,0,0,26.73
2016,2,Santa Fe,563867,607,564474,9486000,67325000,374960,68505000,60469000,6509000,1277,0,52.44
2016,2,Santiago Del Estero,36958,3,36961,704000000,6705000,22208,5943000,2108000,1000000,0,0,15.89
2016,2,Tierra Del Fuego,30740,619,31359,16000000,286000000,38773,0,0,0,0,0,67.72
2016,2,Tucumán,148636,41,148677,231000000,18515000,83945,33891000,11310000,1032000,2,0,37.24
2016,1,Buenos Aires,2929903,12612,2942515,7351000,97880000,2214760,289929000,247372000,8315000,9529,0,57.34
2016,1,Capital Federal,1328079,9817,1337896,2310000,43686000,869048,178665000,192644000,6577000,10838,0,115.16
2016,1,Catamarca,26376,13,26389,15000000,6102000,14653,4241000,1334000,42000000,1,0,25.91
2016,1,Chaco,86635,16,86651,194000000,8755000,46304,19388000,10587000,1238000,184,0,28.08
2016,1,Chubut,62060,1740,63800,94000000,5095000,72396,1066000,0,0,0,0,36.09
2016,1,Córdoba,609692,234,609926,148000000,59484000,414452,65763000,66455000,4143000,1039,0,55.28
2016,1,Corrientes,85510,26,85536,29000000,10690000,47833,18375000,7911000,526000000,170,0,30.08
2016,1,Entre Ríos,174634,179,174813,2864000,17749000,104137,35104000,14057000,457000000,165,0,43.85
2016,1,Formosa,28313,1,28314,1738000,5731000,14163,3229000,2906000,544000000,5,0,19.04
2016,1,Jujuy,40287,2,40289,2543000,8558000,22383,5188000,1623000,0,0,0,21.41
2016,1,La Pampa,65442,487,65929,426000000,11065000,52117,15000000,78000000,71000000,11,0,57.84
2016,1,La Rioja,16673,18,16691,10000000,3382000,9060,2980000,1254000,2000000,3,0,16.83
2016,1,Mendoza,169257,1553,170810,235000000,21000000,175376,47000000,43000000,5000000,17,0,32.12
2016,1,Misiones,92951,7,92958,959000000,8502000,50061,19195000,13363000,779000000,68,0,28.37
2016,1,Neuquén,101969,2292,104261,1720000,1737000,86310,479000000,7893000,143000000,171,0,55.75
2016,1,Río Negro,98745,1077,99822,1171000,6105000,90038,203000000,4246000,77000000,81,0,45.84
2016,1,Salta,102423,3,102426,1119000,10765000,65646,17748000,6643000,119000000,31,0,31.32
2016,1,San Juan,51373,621,51994,9000000,309000000,56447,0,0,0,2,0,27.33
2016,1,San Luis,12915,317,13232,8000000,4000000,13645,0,0,1000000,2,0,9.59
2016,1,Santa Cruz,25931,356,26287,168000000,29000000,32188,8000000,0,0,0,0,26.87
2016,1,Santa Fe,551378,618,551996,6492000,71565000,353525,64117000,51293000,3754000,1063,0,51.28
2016,1,Santiago Del Estero,37695,3,37698,703000000,7219000,22805,5769000,1898000,0,0,0,16.21
2016,1,Tierra Del Fuego,29867,619,30486,16000000,285000000,33003,0,0,0,0,0,65.83
2016,1,Tucumán,146596,41,146637,106000000,20092000,84008,31490000,10046000,871000000,0,0,36.72
2015,4,Buenos Aires,2946743,12642,2959385,7985000,100303000,2253197,274560000,240188000,3835000,8180,0,58.29
2015,4,Capital Federal,1360381,9845,1370226,2417000,46568000,916813,172029000,198635000,3087000,10899,0,118.13
2015,4,Catamarca,26459,13,26472,15000000,6513000,14484,4106000,1313000,39000000,1,0,26.24
2015,4,Chaco,86537,16,86553,194000000,9593000,46771,18608000,10092000,1136000,159,0,28.35
2015,4,Chubut,62279,1740,64019,625000000,5774000,71881,168000000,0,0,0,0,36.89
2015,4,Córdoba,625835,235,626070,148000000,63746000,427471,62989000,67151000,3336000,1088,0,57.36
2015,4,Corrientes,85409,26,85435,29000000,11248000,48104,17877000,7569000,456000000,150,0,30.34
2015,4,Entre Ríos,173957,180,174137,2865000,18883000,104224,33989000,13668000,399000000,163,0,44.11
2015,4,Formosa,28088,1,28089,1791000,6081000,14279,2704000,2713000,519000000,4,0,19.07
2015,4,Jujuy,39922,2,39924,2551000,8876000,21867,5044000,1587000,0,0,0,21.47
2015,4,La Pampa,66054,312,66366,592000000,12951000,48798,16000000,63000000,49000000,10,0,58.76
2015,4,La Rioja,16914,18,16932,10000000,3638000,9127,2937000,1215000,2000000,3,0,17.32
2015,4,Mendoza,169251,1556,170807,241000000,23000000,174719,38000000,41000000,5000000,13,0,32.49
2015,4,Misiones,92846,7,92853,959000000,9169000,51029,17281000,13690000,675000000,52,0,28.69
2015,4,Neuquén,105122,2294,107416,1727000,2061000,89678,455000000,7934000,9000000,175,0,58.29
2015,4,Río Negro,98655,1067,99722,3282000,4473000,89062,201000000,4024000,5000000,75,0,46.44
2015,4,Salta,101917,3,101920,1122000,11387000,65677,17139000,6507000,99000000,5,0,31.59
2015,4,San Juan,51408,621,52029,9000000,386000000,55761,0,0,0,2,0,27.66
2015,4,San Luis,12901,317,13218,8000000,4000000,13473,0,0,1000000,2,0,9.71
2015,4,Santa Cruz,26047,356,26403,188000000,26000000,32338,3000000,0,0,0,0,27.74
2015,4,Santa Fe,561045,627,561672,6659000,75770000,361264,60985000,51258000,3079000,1189,0,52.61
2015,4,Santiago Del Estero,39132,3,39135,703000000,7836000,23074,5669000,1856000,0,0,0,17.0
2015,4,Tierra Del Fuego,29334,619,29953,16000000,285000000,32662,0,0,0,0,0,66.46
2015,4,Tucumán,146053,42,146095,107000000,21800000,83887,29942000,9507000,837000000,0,0,37.06
2015,3,Buenos Aires,2916070,12695,2928765,8361000,107351000,2266948,262564000,200491000,2642000,7720,0,57.69
2015,3,Capital Federal,1362193,9875,1372068,2448000,49340000,942525,159618000,175594000,2028000,10022,0,118.29
2015,3,Catamarca,26080,13,26093,15000000,6871000,14206,4143000,812000000,43000000,1,0,25.86
2015,3,Chaco,85354,16,85370,240000000,10353000,47131,19016000,7498000,979000000,157,0,27.96
2015,3,Chubut,62143,1740,63883,641000000,5886000,71668,167000000,0,0,0,0,36.81
2015,3,Córdoba,622761,237,622998,150000000,68765000,429787,61109000,59372000,2582000,1048,0,57.08
2015,3,Corrientes,84931,28,84959,33000000,11921000,48127,18168000,6111000,453000000,146,0,30.17
2015,3,Entre Ríos,172252,182,172434,2863000,20385000,103990,34788000,9924000,384000000,153,0,43.68
2015,3,Formosa,27751,1,27752,1862000,6521000,14354,2791000,1842000,379000000,2,0,18.84
2015,3,Jujuy,39548,2,39550,2549000,9278000,21588,5169000,966000000,0,0,0,21.27
2015,3,La Pampa,64976,495,65471,613000000,13087000,47660,9000000,55000000,39000000,10,0,57.96
2015,3,La Rioja,16753,18,16771,10000000,3840000,9102,2984000,832000000,0,3,0,17.15
2015,3,Mendoza,169261,1562,170823,256000000,25000000,173430,45000000,18000000,5000000,13,0,32.49
2015,3,Misiones,91615,7,91622,958000000,9809000,51234,17367000,11654000,559000000,43,0,28.31
2015,3,Neuquén,98376,2240,100616,1733000,2124000,85044,210000000,6599000,2000000,155,0,54.6
2015,3,Río Negro,98529,1085,99614,3372000,4457000,88691,99000000,3826000,1000000,62,0,46.39
2015,3,Salta,100570,3,100573,1126000,12223000,65405,17451000,4318000,61000000,5,0,31.18
2015,3,San Juan,51409,621,52030,9000000,391000000,54963,0,0,0,2,0,27.67
2015,3,San Luis,12902,317,13219,9000000,4000000,13286,0,0,1000000,2,0,9.71
2015,3,Santa Cruz,25912,359,26271,190000000,25000000,32266,2000000,0,0,0,0,27.61
2015,3,Santa Fe,556097,641,556738,6767000,80817000,363177,59531000,42021000,2320000,1133,0,52.15
2015,3,Santiago Del Estero,39394,3,39397,703000000,8332000,23158,5956000,1249000,0,0,0,17.12
2015,3,Tierra Del Fuego,33118,619,33737,15000000,285000000,36408,2000000,0,0,0,0,74.86
2015,3,Tucumán,144272,42,144314,107000000,23687000,83654,29998000,6232000,623000000,0,0,36.61
2015,2,Buenos Aires,2871079,12711,2883790,8714000,137189000,2299705,243503000,159922000,2009999,6712,0,56.8
2015,2,Capital Federal,1336391,9893,1346284,2493000,51799000,990112,148569000,142976000,1482000,9258,0,116.07
2015,2,Catamarca,25666,13,25679,15000000,7253000,14003,3776000,593000000,37000000,1,0,25.45
2015,2,Chaco,83832,16,83848,288000000,11058000,47551,17675000,6337000,788000000,149,0,27.46
2015,2,Chubut,61745,1740,63485,656000000,6032000,55791,168000000,0,0,0,0,36.58
2015,2,Córdoba,609510,236,609746,156000000,72695000,434717,54993000,46415000,1956000,903,0,55.87
2015,2,Corrientes,83288,28,83316,34000000,12542000,48015,17184000,5039000,379000000,126,0,29.58
2015,2,Entre Ríos,169309,183,169492,2864000,21986000,104043,32293000,7867000,354000000,136,0,42.93
2015,2,Formosa,27013,37,27050,1881000,6907000,14247,2436000,1324000,257000000,1,0,18.36
2015,2,Jujuy,37720,2,37722,2479000,9474000,20248,4792000,730000000,0,0,0,20.29
2015,2,La Pampa,63552,500,64052,5737000,8182000,46235,27000000,24000000,25000000,10,0,56.71
2015,2,La Rioja,16491,18,16509,10000000,4082000,9093,2680000,641000000,0,3,0,16.88
2015,2,Mendoza,169259,1564,170823,268000000,26000000,170451,42000000,16000000,5000000,13,0,32.49
2015,2,Misiones,88512,7,88519,958000000,10360000,51671,15022000,10072000,408000000,33,0,27.35
2015,2,Neuquén,95644,2241,97885,1755000,2348000,82727,214000000,5168000,2000000,110,0,53.12
2015,2,Río Negro,97640,1087,98727,3413000,4525000,87362,97000000,3240000,1000000,51,0,45.98
2015,2,Salta,98264,3,98267,1123000,13020000,64737,16241000,3114000,29000000,5,0,30.46
2015,2,San Juan,51367,621,51988,8000000,410000000,51568,0,0,0,2,0,27.64
2015,2,San Luis,12904,317,13221,9000000,4000000,13204,0,0,1000000,2,0,9.71
2015,2,Santa Cruz,25384,379,25763,210000000,25000000,25519,2000000,0,0,0,0,27.07
2015,2,Santa Fe,545739,649,546388,6827000,86016000,364441,53205000,33894000,1856000,1014,0,51.18
2015,2,Santiago Del Estero,39375,3,39378,703000000,8779000,23456,5553000,888000000,0,0,0,17.11
2015,2,Tierra Del Fuego,32960,619,33579,15000000,285000000,36073,2000000,0,0,0,0,74.51
2015,2,Tucumán,140635,42,140677,107000000,25178000,83462,26966000,4502000,455000000,0,0,35.69
2015,1,Buenos Aires,2847076,14766,2861842,8882000,123589000,2267852,220070000,126958000,1561000,5700,0,56.37
2015,1,Capital Federal,1321139,11582,1332721,2545000,59084000,1013510,134151000,114569000,1195000,8401,0,114.9
2015,1,Catamarca,25312,20,25332,13000000,7634000,13754,3202000,517000000,9000000,1,0,25.11
2015,1,Chaco,81329,31,81360,26000000,12053000,47425,15883000,5346000,489000000,135,0,26.65
2015,1,Chubut,63327,1946,65273,651000000,6176000,57333,102000000,0,0,0,0,37.61
2015,1,Córdoba,596663,294,596957,157000000,78427000,432802,46574000,37443000,1615000,815,0,54.7
2015,1,Corrientes,81488,43,81531,36000000,13295000,47842,15554000,4424000,235000000,98,0,28.95
2015,1,Entre Ríos,165839,231,166070,2867000,23951000,104168,28113000,6926000,274000000,119,0,42.07
2015,1,Formosa,26657,43,26700,1891000,7336000,14413,2024000,878000000,157000000,1,0,18.12
2015,1,Jujuy,36608,3,36611,2458000,9754000,19858,3939000,603000000,0,0,0,19.69
2015,1,La Pampa,62155,542,62697,6059000,8054000,45038,26000000,10000000,13000000,10,0,55.51
2015,1,La Rioja,16310,23,16333,11000000,4201000,9379,2207000,533000000,0,3,0,16.7
2015,1,Mendoza,168355,1805,170160,287000000,24000000,169763,38000000,16000000,6000000,11,0,32.37
2015,1,Misiones,85139,7,85146,958000000,11136000,51906,12387000,8543000,194000000,26,0,26.31
2015,1,Neuquén,93373,2369,95742,1895000,2577000,80787,170000000,4067000,2000000,76,0,51.95
2015,1,Río Negro,96145,1188,97333,3371000,4913000,86173,94000000,2632000,2000000,42,0,45.33
2015,1,Salta,96793,18,96811,1123000,14151000,64992,13955000,2569000,15000000,5,0,30.01
2015,1,San Juan,51117,702,51819,8000000,445000000,51346,0,0,0,2,0,27.55
2015,1,San Luis,12878,354,13232,10000000,8000000,12720,0,1000000,0,2,0,9.72
2015,1,Santa Cruz,26217,424,26641,205000000,27000000,26048,2000000,0,0,0,0,27.99
2015,1,Santa Fe,535640,797,536437,6883000,93096000,360964,45270000,27597000,1542000,900,0,50.24
2015,1,Santiago Del Estero,39244,8,39252,701000000,9236000,23136,4796000,748000000,0,0,0,17.06
2015,1,Tierra Del Fuego,32726,730,33456,14000000,609000000,36319,2000000,0,0,0,0,74.23
2015,1,Tucumán,138184,92,138276,107000000,27143000,83895,23061000,3722000,334000000,0,0,35.08
2014,4,Buenos Aires,2801178,15229,2816407,8226000,132937000,2250445,203620000,104322000,997000000,5406,0,56.09
2014,4,Capital Federal,1318526,11994,1330520,2698000,62896000,1038269,123451000,95772000,890000000,7997,0,114.9
2014,4,Catamarca,25472,21,25493,21000000,8047000,14093,2910000,421000000,0,1,0,25.51
2014,4,Chaco,65998,37,66035,483000000,12837000,42106,7908000,2600000,124000000,2,0,21.87
2014,4,Chubut,66557,1985,68542,1858000,6218000,60392,70000000,0,0,0,0,40.25
2014,4,Córdoba,590113,319,590432,1903000,85362000,427844,41947000,30858000,1177000,782,0,54.7
2014,4,Corrientes,65656,54,65710,40000000,13860000,42182,7513000,2106000,0,9,0,23.56
2014,4,Entre Ríos,140567,246,140813,2311000,27801000,88649,18318000,3584000,1000000,66,0,36.03
2014,4,Formosa,26156,51,26207,1947000,7830000,14058,1852000,473000000,47000000,1,0,17.96
2014,4,Jujuy,35999,3,36002,1880000,10427000,19740,3443000,465000000,0,0,0,19.6
2014,4,La Pampa,56813,567,57380,6266000,6879000,36520,26000000,5000000,4000000,10,0,51.27
2014,4,La Rioja,16379,23,16402,9000000,4333000,9728,1943000,386000000,0,3,0,17.01
2014,4,Mendoza,167766,1848,169614,303000000,19000000,169222,36000000,14000000,5000000,12,0,32.64
2014,4,Misiones,77222,7,77229,547000000,11840000,53093,8731000,2952000,54000000,12,0,24.16
2014,4,Neuquén,92999,2397,95396,1731000,2744000,80938,126000000,3621000,2000000,66,0,52.55
2014,4,Río Negro,95050,1210,96260,3640000,4723000,85094,94000000,2319000,4000000,30,0,45.48
2014,4,Salta,93921,26,93947,54000000,16213999,63221,12552000,1922000,0,4,0,29.53
2014,4,San Juan,51390,729,52119,11000000,478000000,51628,0,0,0,2,0,28.04
2014,4,San Luis,12788,359,13147,9000000,0,13135,0,0,1000000,2,0,9.79
2014,4,Santa Cruz,25277,436,25713,156000000,1400000,24145,1000000,1000000,0,0,0,27.8
2014,4,Santa Fe,528459,938,529397,8707000,99962000,359293,36718000,21098000,869000000,824,0,50.0
2014,4,Santiago Del Estero,39308,9,39317,1246000,8913000,24181,4359000,602000000,0,0,0,17.27
2014,4,Tierra Del Fuego,28249,741,28990,12000000,283000000,31489,2000000,0,0,0,0,66.14
2014,4,Tucumán,137329,95,137424,17000000,28746000,85091,20631000,2733000,196000000,0,0,35.32
2014,3,Buenos Aires,2835537,14028,2849565,7355000,128187000,2281524,156693000,68947000,243000000,4232,0,56.75
2014,3,Capital Federal,1307195,10630,1317825,840000000,78016000,1060145,102170000,70907000,95000000,6626,0,113.8
2014,3,Catamarca,24665,21,24686,19000000,8845000,13790,1915000,111000000,0,0,0,24.71
2014,3,Chaco,63710,36,63746,398000000,14731000,41934,5428000,1274000,5000000,0,0,21.11
2014,3,Chubut,67130,2007,69137,2013000,6281000,60771,34000000,0,0,0,0,40.6
2014,3,Córdoba,585231,200,585431,660000000,98992000,435692,28992000,18888000,84000000,664,0,54.23
2014,3,Corrientes,63516,33,63549,21000000,15448000,41717,5181000,1172000,0,0,0,22.79
2014,3,Entre Ríos,136618,115,136733,1709000,29710000,91450,12569000,1310000,0,48,0,34.98
2014,3,Formosa,25873,64,25937,2001000,8323000,14202,1324000,85000000,0,0,0,17.77
2014,3,Jujuy,33739,2,33741,127000000,10979000,20216,2305000,82000000,0,0,0,18.37
2014,3,La Pampa,61861,564,62425,6458000,6645000,41009,24000000,5000000,4000000,10,0,55.78
2014,3,La Rioja,15893,23,15916,10000000,4785000,9720,1337000,61000000,0,0,0,16.51
2014,3,Mendoza,166184,1740,167924,35000000,0,167763,31000000,12000000,13000000,1,0,32.31
2014,3,Misiones,75327,0,75327,640000000,13637000,53510,5928000,1606000,0,1,0,23.57
2014,3,Neuquén,100099,2268,102367,1522000,3099000,80090,107000000,2865000,10000000,27,0,56.4
2014,3,Río Negro,96629,1151,97780,3640000,5189000,86868,87000000,1944000,8000000,9,0,46.2
2014,3,Salta,92929,25,92954,732000000,17481000,66026,8314000,388000000,0,0,0,29.22
2014,3,San Juan,51031,748,51779,8000000,487000000,51276,0,0,0,0,0,27.85
2014,3,San Luis,12683,363,13046,8000000,0,13029,0,0,3000000,0,0,9.71
2014,3,Santa Cruz,25664,446,26110,195000000,1624000,24248,1000000,1000000,0,0,0,28.23
2014,3,Santa Fe,520196,691,520887,8230000,112593000,357615,23962000,12124000,38000000,806,0,49.2
2014,3,Santiago Del Estero,37539,9,37548,791000000,9914000,23826,2867000,142000000,0,0,0,16.49
2014,3,Tierra Del Fuego,28037,755,28792,12000000,336000000,32348,2000000,0,0,0,0,65.69
2014,3,Tucumán,131978,88,132066,6000000,32716000,84668,14101000,559000000,4000000,0,0,33.94
2014,2,Buenos Aires,2750430,14116,2764546,6902000,162274000,2288772,140226000,56549000,284000000,4309,0,55.06
2014,2,Capital Federal,1299502,10713,1310215,847000000,81431000,1078213,87359000,56004000,59000000,6427,0,113.14
2014,2,Catamarca,24660,23,24683,19000000,8844000,13794,1915000,111000000,0,0,0,24.7
2014,2,Chaco,63243,36,63279,412000000,14854000,41530,5418000,1085000,5000000,0,0,20.96
2014,2,Chubut,68503,2016,70519,2064000,6582000,61868,0,0,0,0,0,41.41
2014,2,Córdoba,576747,205,576952,2105000,101598000,429536,28698000,14824000,76000000,627,0,53.45
2014,2,Corrientes,62925,33,62958,20000000,15563000,41219,5199000,956000000,0,0,0,22.58
2014,2,Entre Ríos,135468,115,135583,2187000,32781000,86757,12564000,1162000,0,44,0,34.69
2014,2,Formosa,25535,65,25600,2032000,8218000,13944,1321000,85000000,0,0,0,17.54
2014,2,Jujuy,34359,2,34361,1873000,11233000,18851,2305000,82000000,0,0,0,18.71
2014,2,La Pampa,55048,580,55628,7032000,6761000,34089,18000000,5000000,4000000,10,0,49.71
2014,2,La Rioja,15889,23,15912,10000000,4785000,9719,1337000,61000000,0,0,0,16.5
2014,2,Mendoza,165046,1761,166807,35000000,6000000,166710,31000000,10000000,5000000,10,0,32.1
2014,2,Misiones,74689,0,74689,540000000,13644000,53245,5924000,1334000,2000000,0,0,23.37
2014,2,Neuquén,90053,2235,92288,1531000,3206000,79087,92000000,2289000,2000000,30,0,50.84
2014,2,Río Negro,94812,1145,95957,3468000,5507000,84978,78000000,1569000,2000000,8,0,45.33
2014,2,Salta,91949,25,91974,53000000,18818000,64440,8293000,388000000,0,0,0,28.91
2014,2,San Juan,50891,755,51646,10000000,507000000,51129,0,0,0,0,0,27.78
2014,2,San Luis,12691,364,13055,7000000,0,13045,0,0,1000000,2,0,9.72
2014,2,Santa Cruz,26710,459,27169,153000000,1637000,25374,2000000,0,0,0,0,29.38
2014,2,Santa Fe,511753,605,512358,8515000,115197000,353559,23939000,10058000,34000000,792,0,48.39
2014,2,Santiago Del Estero,38002,9,38011,1231000,9914000,23842,2867000,142000000,0,0,0,16.7
2014,2,Tierra Del Fuego,27443,766,28209,12000000,334000000,31198,2000000,0,0,0,0,64.36
2014,2,Tucumán,131981,88,132069,6000000,32714000,84675,14101000,559000000,4000000,0,0,33.94
2014,1,Buenos Aires,2725732,14144,2739876,8469000,171244000,2279875,121787000,38923000,206000000,4037,0,54.57
2014,1,Capital Federal,1289204,10714,1299918,852000000,88826000,1096050,70293000,38798000,55000000,6208,0,112.25
2014,1,Catamarca,24209,23,24232,19000000,9147000,13330,1672000,64000000,0,0,0,24.25
2014,1,Chaco,62520,36,62556,438000000,15849000,40869,4644000,741000000,5000000,0,0,20.72
2014,1,Chubut,68205,2016,70221,7452000,10000000,61329,0,0,0,0,0,41.24
2014,1,Córdoba,566705,205,566910,2076000,107705000,423114,24112000,9818000,40000000,588,0,52.52
2014,1,Corrientes,62203,33,62236,20000000,16357000,40742,4486000,630000000,0,0,0,22.32
2014,1,Entre Ríos,134216,115,134331,2177000,35206000,85248,10828000,746000000,0,43,0,34.37
2014,1,Formosa,25335,87,25422,2062000,8475000,13685,1133000,67000000,0,0,0,17.42
2014,1,Jujuy,33825,2,33827,1832000,11498000,18415,2001999,56000000,0,0,0,18.42
2014,1,La Pampa,53601,592,54193,7434000,6535000,32501,17000000,5000000,4000000,10,0,48.43
2014,1,La Rioja,15688,23,15711,10000000,5111000,9390,1165000,35000000,0,0,0,16.29
2014,1,Mendoza,164084,1761,165845,35000000,6000000,166655,19000000,10000000,6000000,9,0,31.91
2014,1,Misiones,73950,0,73950,545000000,14460000,52852,5139000,958000000,0,0,0,23.14
2014,1,Neuquén,88077,2303,90380,4133000,987000000,77148,84000000,1582000,2000000,22,0,49.79
2014,1,Río Negro,93909,1157,95066,4670000,4618000,84304,73000000,1062000,1000000,8,0,44.91
2014,1,Salta,91265,25,91290,53000000,19677000,64061,7192000,314000000,0,0,0,28.7
2014,1,San Juan,50543,755,51298,531000000,2000000,51056,0,0,0,0,0,27.6
2014,1,San Luis,12193,364,12557,7000000,3000000,12544,0,1000000,0,2,0,9.35
2014,1,Santa Cruz,26304,460,26764,161000000,1625000,24972,1000000,1000000,0,0,0,28.94
2014,1,Santa Fe,506000,612,506612,8456000,124468000,345225,20328000,6845000,23000000,668,0,47.85
2014,1,Santiago Del Estero,37124,9,37133,1234000,10531000,22817,2422000,109000000,0,0,0,16.31
2014,1,Tierra Del Fuego,27272,766,28038,12000000,607000000,30902,6000000,0,0,0,0,63.97
2014,1,Tucumán,129944,88,130032,6000000,34672000,83210,11779000,362000000,3000000,0,0,33.42
